"fungal_taxon","fungal_phylum","fungal_class","fungal_order","fungal_family","fungal_genus","fungal_species","n_insect_partners"
"ASV_1977","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Bjerkandera","s__adusta",1
"ASV_19786","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium","s__herbarum",1
"ASV_19790","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae","g__Rhizosphaera",NA,1
"ASV_19798","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Ramularia",NA,1
"ASV_19801","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideales_fam_Incertae_sedis","g__Dothideales_gen_Incertae_sedis",NA,1
"ASV_19809","p__Basidiomycota","c__Spiculogloeomycetes","o__Spiculogloeales","f__Spiculogloeaceae","g__Phyllozyma","s__novozealandica",1
"ASV_19897","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Mrakiaceae","g__Mrakia","s__aquatica",1
"ASV_19901","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Acervuloseptoria","s__fraxini",1
"ASV_1997","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Diatrype","s__stigma",1
"ASV_200","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Chalara",NA,1
"ASV_20030","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_20031","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae","g__Verrucariaceae_gen_Incertae_sedis",NA,1
"ASV_2005","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrinaceae_gen_Incertae_sedis",NA,1
"ASV_20057",NA,NA,NA,NA,NA,NA,1
"ASV_20062","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium","s__herbarum",1
"ASV_201","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans",1
"ASV_2011","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiomycetes_ord_Incertae_sedis","f__Microsporomycetaceae",NA,NA,1
"ASV_2013",NA,NA,NA,NA,NA,NA,1
"ASV_20136","p__Basidiomycota",NA,NA,NA,NA,NA,1
"ASV_20139","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cryptococcaceae","g__Teunia",NA,1
"ASV_2014","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina",NA,1
"ASV_20140","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Fonsecazyma","s__mujuensis",1
"ASV_20141","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae",NA,NA,1
"ASV_20243","p__Ascomycota","c__Sordariomycetes","o__Chaetosphaeriales","f__Chaetosphaeriaceae","g__Pyrigemmula","s__aurantiaca",1
"ASV_20258","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,1
"ASV_2026","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__zeae",1
"ASV_20266","p__Basidiomycota","c__Exobasidiomycetes","o__Microstromatales","f__Microstromatales_fam_Incertae_sedis","g__Pseudomicrostroma",NA,1
"ASV_2027","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Trichomerium",NA,1
"ASV_20272","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Tubulicrinaceae","g__Tubulicrinis","s__chaetophorus",1
"ASV_20290","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans",1
"ASV_20302","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Amphisphaeriaceae","g__Monochaetia","s__monochaeta",1
"ASV_2033","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Myriangiaceae","g__Myriangium",NA,1
"ASV_20375",NA,NA,NA,NA,NA,NA,1
"ASV_20379","p__Basidiomycota",NA,NA,NA,NA,NA,1
"ASV_2040","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_2047","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Dothiora",NA,1
"ASV_20472","p__Ascomycota","c__Lecanoromycetes","o__Caliciales","f__Physciaceae","g__Physcia","s__millegrana",1
"ASV_20484","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Fontanospora","s__fusiramosa",1
"ASV_2051","p__Ascomycota","c__Leotiomycetes","o__Rhytismatales",NA,NA,NA,1
"ASV_20518","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Sporobolomyces","s__cellobiolyticus",1
"ASV_2055","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA,1
"ASV_2056","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__avenaceum",1
"ASV_20567","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Mollisiaceae","g__Phialocephala",NA,1
"ASV_2059","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Diatrype","s__stigma",1
"ASV_20592","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Psathyrella","s__typhae",1
"ASV_20593","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma",NA,1
"ASV_2065","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Microcera","s__larvarum",1
"ASV_20688","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans",1
"ASV_20703","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Trichomerium","s__lapideum",1
"ASV_20704","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Myriangiaceae","g__Myriangium",NA,1
"ASV_20727","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Sclerotiniaceae","g__Monilinia","s__kusanoi",1
"ASV_20740","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Bulleribasidiaceae_gen_Incertae_sedis",NA,1
"ASV_20741","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae",NA,NA,1
"ASV_2075","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Phaffomycetaceae","g__Wickerhamomyces","s__alni",1
"ASV_208","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaetopsis","s__leptospora",1
"ASV_20804",NA,NA,NA,NA,NA,NA,1
"ASV_2081",NA,NA,NA,NA,NA,NA,1
"ASV_20812","p__Ascomycota","c__Sordariomycetes","o__Coronophorales","f__Scortechiniaceae","g__Yuxiensis","s__granularis",1
"ASV_20815","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremataceae","g__Papiliotrema","s__wisconsinensis",1
"ASV_2087","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_2093","p__Ascomycota","c__Leotiomycetes","o__Phacidiales","f__Phacidiaceae",NA,NA,1
"ASV_20951","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Scopuloides",NA,1
"ASV_20962","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales","f__Sebacinaceae","g__Chaetospermum",NA,1
"ASV_20985",NA,NA,NA,NA,NA,NA,1
"ASV_20986","p__Basidiomycota",NA,NA,NA,NA,NA,1
"ASV_2100","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Cryptocline","s__arctostaphyli",1
"ASV_21001","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Elsinoaceae","g__Elsinoe",NA,1
"ASV_2102","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellaceae","g__Tremella","s__globispora",1
"ASV_21046","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,1
"ASV_21049","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella",NA,1
"ASV_2106","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Lachnaceae","g__Proliferodiscus","s__earoleucus",1
"ASV_2108",NA,NA,NA,NA,NA,NA,1
"ASV_211","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina","s__caerulescens",1
"ASV_2110","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Alatosessilispora",NA,1
"ASV_2119","p__Ascomycota","c__Dothideomycetes","o__Mytilinidiales","f__Mytilinidiaceae","g__Mytilinidion","s__insulare",1
"ASV_2123","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Melanommataceae","g__Alpinaria",NA,1
"ASV_21230","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Dothiora",NA,1
"ASV_21235","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Dothiora",NA,1
"ASV_21247","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreaceae","g__Trichoderma","s__minutisporum",1
"ASV_2126","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora","s__crassitunicata",1
"ASV_213","p__Ascomycota","c__Eurotiomycetes","o__Coryneliales","f__Coryneliaceae","g__Caliciopsis",NA,1
"ASV_2130","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinellus","s__micaceus",1
"ASV_21306","p__Ascomycota","c__Dothideomycetes","o__Hysteriales","f__Hysteriaceae","g__Hysterium",NA,1
"ASV_2132","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporaceae","g__Neofavolus",NA,1
"ASV_21321","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Perusta",NA,1
"ASV_2134","p__Basidiomycota","c__Exobasidiomycetes","o__Exobasidiales","f__Exobasidiaceae","g__Exobasidium","s__woronichinii",1
"ASV_214","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora",NA,1
"ASV_2144","p__Basidiomycota","c__Tremellomycetes","o__Tremellales",NA,NA,NA,1
"ASV_21450","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Sphaerulina","s__pelargonii",1
"ASV_21485","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_21497","p__Ascomycota","c__Dothideomycetes","o__Dothideales",NA,NA,NA,1
"ASV_215","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina",NA,1
"ASV_21500","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Perusta",NA,1
"ASV_21507","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans",1
"ASV_21514","p__Ascomycota","c__Dothideomycetes","o__Hysteriales","f__Hysteriaceae",NA,NA,1
"ASV_2153","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Phlebiopsis","s__gigantea",1
"ASV_21548","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans",1
"ASV_21584","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Pallidocercospora",NA,1
"ASV_21587","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Eutypa","s__tetragona",1
"ASV_21608","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Sirobasidiaceae",NA,NA,1
"ASV_2163","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Lecanoraceae","g__Lecidella",NA,1
"ASV_2164","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Stereocaulaceae",NA,NA,1
"ASV_217","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Lachnaceae","g__Proliferodiscus","s__earoleucus",1
"ASV_2172","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Alatosessilispora",NA,1
"ASV_21735","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium",NA,1
"ASV_21751","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Discinellaceae","g__Varicosporium",NA,1
"ASV_21763","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma",NA,1
"ASV_21764","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__victoriae",1
"ASV_2177","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales",NA,NA,NA,1
"ASV_21772","p__Basidiomycota","c__Tremellomycetes","o__Tremellales",NA,NA,NA,1
"ASV_21793","p__Ascomycota","c__Lecanoromycetes","o__Caliciales","f__Caliciaceae","g__Buellia","s__erubescens",1
"ASV_21809","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Elsinoaceae","g__Elsinoaceae_gen_Incertae_sedis",NA,1
"ASV_21812","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__Venturiaceae","g__Sympodiella",NA,1
"ASV_2182","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA,1
"ASV_21881","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales",NA,NA,NA,1
"ASV_21890","p__Ascomycota","c__Sordariomycetes","o__Glomerellales","f__Plectosphaerellaceae","g__Nigrocephalum","s__collariferum",1
"ASV_2190","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Capnodiales_fam_Incertae_sedis","g__Arthrocatena",NA,1
"ASV_2191","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora",NA,1
"ASV_2197","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Hormonema","s__macrosporum",1
"ASV_2199","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Hyphodermataceae","g__Hyphoderma","s__setigerum",1
"ASV_2200","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala","s__lignicola",1
"ASV_221","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Capnobotryella","s__renispora",1
"ASV_22117","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae",NA,NA,1
"ASV_22122","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Melanconidaceae","g__Melanconiella","s__elegans",1
"ASV_2213","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_2214","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA,1
"ASV_22182","p__Ascomycota","c__Sordariomycetes","o__Glomerellales","f__Plectosphaerellaceae","g__Nigrocephalum","s__collariferum",1
"ASV_22186","p__Basidiomycota",NA,NA,NA,NA,NA,1
"ASV_2219","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora",NA,1
"ASV_22190","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Kabatina",NA,1
"ASV_2225","p__Ascomycota","c__Dothideomycetes","o__Dothideales",NA,NA,NA,1
"ASV_223","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala","s__jeanselmei",1
"ASV_22325","p__Ascomycota","c__Dothideomycetes","o__Dothideales",NA,NA,NA,1
"ASV_2233","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meripilaceae","g__Meripilus","s__sumstinei",1
"ASV_22335","p__Ascomycota","c__Lecanoromycetes","o__Ostropales","f__Stictidaceae","g__Cryptodiscus","s__pallidus",1
"ASV_22336","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_22349","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans",1
"ASV_22353","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Hyphodermataceae","g__Hyphoderma",NA,1
"ASV_2239","p__Ascomycota","c__Dothideomycetes","o__Dothideales",NA,NA,NA,1
"ASV_22460","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,1
"ASV_2249","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans",1
"ASV_2252","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellaceae","g__Sirotrema","s__translucens",1
"ASV_22577","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Rachicladosporium","s__cboliae",1
"ASV_22583","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae",NA,NA,1
"ASV_22584","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Neoantennariellaceae","g__Cippumomyces","s__mortalis",1
"ASV_22586","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideales_fam_Incertae_sedis","g__Dothideales_gen_Incertae_sedis",NA,1
"ASV_22593",NA,NA,NA,NA,NA,NA,1
"ASV_22717","p__Ascomycota","c__Dothideomycetes","o__Dothideales",NA,NA,NA,1
"ASV_2272","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Lopadostomataceae","g__Lopadostoma",NA,1
"ASV_2274","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Neocucurbitaria","s__quercina",1
"ASV_2277","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Mollisiaceae","g__Phialocephala",NA,1
"ASV_2284","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiomycetes_ord_Incertae_sedis","f__Symmetrosporaceae","g__Symmetrospora","s__foliicola",1
"ASV_22864","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Cryptocline","s__arctostaphyli",1
"ASV_229","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Yamadazyma","s__scolyti",1
"ASV_22906","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremataceae","g__Papiliotrema",NA,1
"ASV_2291","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Gnomoniaceae","g__Ophiognomonia",NA,1
"ASV_22926","p__Ascomycota","c__Leotiomycetes",NA,NA,NA,NA,1
"ASV_22936","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium",NA,1
"ASV_22977","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae","g__Neofabraea","s__actinidiae",1
"ASV_23","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_2300","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales",NA,NA,NA,1
"ASV_23001","p__Ascomycota","c__Dothideomycetes","o__Dothideales",NA,NA,NA,1
"ASV_23004","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Discinellaceae","g__Varicosporium",NA,1
"ASV_23006","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Sphaerulina","s__pelargonii",1
"ASV_23168","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium",NA,1
"ASV_2319","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,1
"ASV_23204","p__Basidiomycota",NA,NA,NA,NA,NA,1
"ASV_23218","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Trichomerium",NA,1
"ASV_2323","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Catillariaceae","g__Catillaria","s__chalybeia",1
"ASV_2327","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Dothiora",NA,1
"ASV_23277","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Acremonium","s__rutilum",1
"ASV_23278","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__dimennae",1
"ASV_23291","p__Ascomycota","c__Lecanoromycetes","o__Caliciales","f__Physciaceae","g__Physcia","s__aipolia",1
"ASV_23295","p__Ascomycota","c__Lecanoromycetes","o__Ostropales","f__Spirographaceae","g__Spirographa","s__fusisporella",1
"ASV_2337","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA,1
"ASV_2338","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_2344","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Melanchlenus",NA,1
"ASV_23492","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans",1
"ASV_235","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiales",NA,NA,NA,1
"ASV_2350","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Sorocybe",NA,1
"ASV_2354","p__Ascomycota","c__Dothideomycetes","o__Botryosphaeriales","f__Botryosphaeriaceae","g__Diplodia",NA,1
"ASV_23571","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae","g__Rhizosphaera",NA,1
"ASV_236","p__Ascomycota","c__Dothideomycetes","o__Phaeothecales","f__Phaeothecaceae","g__Phaeothecaceae_gen_Incertae_sedis",NA,1
"ASV_2360","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Trimorphomycetaceae","g__Trimorphomyces",NA,1
"ASV_23615","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Elsinoaceae","g__Elsinoe",NA,1
"ASV_23639","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae","g__Rhizosphaera",NA,1
"ASV_2366","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporaceae","g__Lentinus","s__crinitus",1
"ASV_2369","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Acericola","s__italica",1
"ASV_2373","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Fomitopsidaceae","g__Cinereomyces","s__lindbladii",1
"ASV_2380","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Fomitopsidaceae","g__Fomitopsis","s__pinicola",1
"ASV_23817","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_23819","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium",NA,1
"ASV_23835","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cryptococcaceae","g__Kwoniella",NA,1
"ASV_2384",NA,NA,NA,NA,NA,NA,1
"ASV_23863","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans",1
"ASV_23866",NA,NA,NA,NA,NA,NA,1
"ASV_23889","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae","g__Coniozyma","s__leucospermi",1
"ASV_2390","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Xylodon","s__flaviporus",1
"ASV_23902","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Rhodotorula",NA,1
"ASV_23952","p__Ascomycota","c__Eurotiomycetes","o__Coryneliales","f__Coryneliaceae","g__Caliciopsis",NA,1
"ASV_23961","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium",NA,1
"ASV_23965","p__Basidiomycota","c__Exobasidiomycetes","o__Microstromatales","f__Microstromatales_fam_Incertae_sedis","g__Pseudomicrostroma","s__glucosiphilum",1
"ASV_2397","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Peroneutypa","s__leucaenae",1
"ASV_23971","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Fonsecazyma",NA,1
"ASV_23981","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiomycetes_ord_Incertae_sedis","f__Buckleyzymaceae","g__Buckleyzyma","s__aurantiaca",1
