"grid","beetle","fungal_unit","n_samples","beetle_n","fungus_n","shared_n","beetle_only","fungus_only","both_absent","jaccard","exp_jaccard_null","sd_jaccard_null","z_score","p_pos","p_neg","p_perm","q_perm","p_fisher","q_fisher","direction","scheme","in_block","asv_genus","asv_species","asv_lab"
"species","Hylastes opacus","Raffaelea crossotarsi",69,8,3,0,8,3,58,0,0.0681340670335158,0.0670581020182196,-1.01604526497043,1,0.4235,0.847,1,1,1,"avoiding","within_date",TRUE,NA,NA,"Raffaelea crossotarsi"
"species","Hylesinus aculeatus","Sporothrix eucastaneae",69,6,10,5,1,5,58,0.454545454545455,0.157249520531161,0.0845745498083015,3.51519381052753,0.0055,1,0.011,0.385,0.00012577842816038,0.00572982275324147,"co-occurring","within_date",TRUE,NA,NA,"Sporothrix eucastaneae"
"species","Hylesinus aculeatus","Ophiostoma denticiliatum",69,6,5,3,3,2,61,0.375,0.190966117979629,0.112335264401732,1.63825565373872,0.161,0.9875,0.322,1,0.00356016850271918,0.0462243833622236,"co-occurring","within_date",TRUE,NA,NA,"Ophiostoma denticiliatum"
"species","Hylesinus aculeatus","Grosmannia francke-grosmanniae",69,6,13,5,1,8,55,0.357142857142857,0.180815181795452,0.0786220298342015,2.24272606188426,0.0575,0.9965,0.115,0.843333333333333,0.000615528495629272,0.0150462521153822,"co-occurring","within_date",TRUE,NA,NA,"Grosmannia francke-grosmanniae"
"species","Hylesinus aculeatus","Ophiostoma pallidulum",69,6,7,3,3,4,59,0.3,0.165534155966875,0.0966498002789943,1.39126872114551,0.207,0.9785,0.414,1,0.0116051329477485,0.0797852890157711,"co-occurring","within_date",TRUE,NA,NA,"Ophiostoma pallidulum"
"species","Hylesinus aculeatus","Grosmannia cucullata",69,6,4,2,4,2,61,0.25,0.13321740235197,0.107097745734387,1.09043002583511,0.2855,0.959,0.571,1,0.0353614397207175,0.13648274979926,"co-occurring","within_date",TRUE,NA,NA,"Grosmannia cucullata"
"species","Hylesinus aculeatus","Ophiostoma denticulatum",69,6,6,2,4,4,59,0.2,0.117141904285476,0.0900761271252251,0.919867431681797,0.3345,0.9435,0.669,1,0.0814070303384443,0.252247136259968,"co-occurring","within_date",TRUE,NA,NA,"Ophiostoma denticulatum"
"species","Hylesinus aculeatus","Leptographium lundbergii",69,6,7,2,4,5,58,0.181818181818182,0.0987435637010443,0.0772670928017301,1.07516169050529,0.2895,0.955,0.579,1,0.109327789294723,0.293318459083402,"co-occurring","within_date",TRUE,NA,NA,"Leptographium lundbergii"
"species","Hylesinus aculeatus","Sporothrix rossii",69,6,16,3,3,13,50,0.157894736842105,0.122040311521429,0.0590524075032114,0.60716280396742,0.4195,0.8795,0.839,1,0.132352073623975,0.32716242918286,"co-occurring","within_date",TRUE,NA,NA,"Sporothrix rossii"
"species","Hylesinus aculeatus","Raffaelea arxii",69,6,9,2,4,7,56,0.153846153846154,0.161750080834624,0.0921313841266278,-0.0857897345556679,0.6875,0.702,1,1,0.172342673359011,0.395942848781267,"avoiding","within_date",TRUE,NA,NA,"Raffaelea arxii"
"species","Hylesinus aculeatus","Ceratocystiopsis rollhanseniana",69,6,3,1,5,2,61,0.125,0.135880440220109,0.107541226178309,-0.101174597005886,0.757,0.764,1,1,0.242069702637706,0.471286146728278,"avoiding","within_date",TRUE,NA,NA,"Ceratocystiopsis rollhanseniana"
"species","Hylesinus aculeatus","Leptographium gracile",69,6,13,2,4,11,52,0.117647058823529,0.0882736711493006,0.0613034714682781,0.479147215821673,0.463,0.8545,0.926,1,0.314916784364622,0.549854702858864,"co-occurring","within_date",TRUE,NA,NA,"Leptographium gracile"
"species","Hylesinus aculeatus","Ceratocystiopsis manitobensis",69,6,14,2,4,12,51,0.111111111111111,0.0649922484462057,0.04748714526893,0.971186252694793,0.3225,0.948,0.645,1,0.593729720960415,0.816378366320571,"co-occurring","within_date",TRUE,NA,NA,"Ceratocystiopsis manitobensis"
"species","Hylesinus aculeatus","Ceratocystiopsis synnemata",69,6,5,1,5,4,59,0.1,0.0620838196876209,0.0713060152408829,0.531738874824127,0.504,0.908,1,1,0.374574999379366,0.61959774333429,"co-occurring","within_date",TRUE,NA,NA,"Ceratocystiopsis synnemata"
"species","Hylesinus aculeatus","Ophiostoma adjuncti",69,6,7,1,5,6,57,0.0833333333333333,0.0362832931617324,0.0481394814293488,0.977369069516321,0.3955,0.966,0.791,1,0.487188727169689,0.734119999844736,"co-occurring","within_date",TRUE,NA,NA,"Ophiostoma adjuncti"
"species","Hylesinus aculeatus","Grosmannia olivacea",69,6,5,0,6,5,58,0,0.0608276360402416,0.071353018290981,-0.852488619222576,1,0.5005,1,1,1,1,"avoiding","within_date",TRUE,NA,NA,"Grosmannia olivacea"
"species","Hylesinus aculeatus","Ophiostoma karelicum",69,6,3,0,6,3,60,0,0.0523744014864576,0.0716839705813984,-0.730629191737998,1,0.6185,1,1,1,1,"avoiding","within_date",TRUE,NA,NA,"Ophiostoma karelicum"
"species","Hylesinus aculeatus","Ophiostoma sparsiannulatum",69,6,3,0,6,3,60,0,0.0852390480954763,0.0866296119469725,-0.983948169451026,1,0.4335,0.867,1,1,1,"avoiding","within_date",TRUE,NA,NA,"Ophiostoma sparsiannulatum"
"species","Hylesinus aculeatus","Ophiostoma undulatum",69,6,6,0,6,6,57,0,0.113511301105098,0.0912542447586071,-1.24390160047204,1,0.2235,0.447,1,1,1,"avoiding","within_date",TRUE,NA,NA,"Ophiostoma undulatum"
"species","Hylesinus aculeatus","Raffaelea crossotarsi",69,6,3,0,6,3,60,0,0.0651754448652899,0.0816021040965524,-0.798698092247397,1,0.556,1,1,1,1,"avoiding","within_date",TRUE,NA,NA,"Raffaelea crossotarsi"
"species","Hylesinus aculeatus","Raffaelea subfusca",69,6,3,0,6,3,60,0,0.0839705567069249,0.084947423441183,-0.988500337094574,1,0.434,0.868,1,1,1,"avoiding","within_date",TRUE,NA,NA,"Raffaelea subfusca"
"species","Ips grandicollis","Leptographium gracile",69,19,13,8,11,5,45,0.333333333333333,0.133866307072074,0.0602703008590113,3.30954090851259,0.0065,0.9985,0.013,0.385,0.00474300003099477,0.0485618167364003,"co-occurring","within_date",FALSE,NA,NA,"Leptographium gracile"
"species","Ips grandicollis","Ophiostoma denticulatum",69,19,6,5,14,1,49,0.25,0.0855803160379347,0.0510031542261695,3.22371599279839,0.011,1,0.022,0.484,0.00507628322359018,0.0485618167364003,"co-occurring","within_date",FALSE,NA,NA,"Ophiostoma denticulatum"
"species","Ips grandicollis","Sporothrix rossii",69,19,16,7,12,9,41,0.25,0.154409851618038,0.0603569474011846,1.58374723205577,0.1075,0.964,0.215,1,0.117801345135136,0.304897599173293,"co-occurring","within_date",FALSE,NA,NA,"Sporothrix rossii"
"species","Ips grandicollis","Ophiostoma adjuncti",69,19,7,5,14,2,48,0.238095238095238,0.0919037045343687,0.0529141731532327,2.76280483751522,0.0185,0.997,0.037,0.557333333333333,0.014506745687797,0.0818329243927008,"co-occurring","within_date",FALSE,NA,NA,"Ophiostoma adjuncti"
"species","Ips grandicollis","Ophiostoma pallidulum",69,19,7,5,14,2,48,0.238095238095238,0.0979777146242997,0.0497949642206419,2.81388942966354,0.019,0.9985,0.038,0.557333333333333,0.014506745687797,0.0818329243927008,"co-occurring","within_date",FALSE,NA,NA,"Ophiostoma pallidulum"
"species","Ips grandicollis","Ceratocystiopsis manitobensis",69,19,14,6,13,8,42,0.222222222222222,0.13592646535262,0.0558374648397011,1.54548128424779,0.1255,0.967,0.251,1,0.185632607487925,0.395942848781267,"co-occurring","within_date",FALSE,NA,NA,"Ceratocystiopsis manitobensis"
"species","Ips grandicollis","Leptographium lundbergii",69,19,7,4,15,3,47,0.181818181818182,0.0844902406030805,0.0508092954186955,1.91555384527708,0.0895,0.987,0.179,1,0.084920865420541,0.255925895787932,"co-occurring","within_date",FALSE,NA,NA,"Leptographium lundbergii"
"species","Ips grandicollis","Grosmannia olivacea",69,19,5,3,16,2,48,0.142857142857143,0.0619619952922758,0.0461308953314757,1.75360020618701,0.117,0.9805,0.234,1,0.123900110272596,0.309750275681489,"co-occurring","within_date",FALSE,NA,NA,"Grosmannia olivacea"
"species","Ips grandicollis","Sporothrix eucastaneae",69,19,10,3,16,7,43,0.115384615384615,0.122506610717672,0.0524204555622765,-0.135862904216763,0.699,0.6355,1,1,1,1,"avoiding","within_date",FALSE,NA,NA,"Sporothrix eucastaneae"
"species","Ips grandicollis","Grosmannia francke-grosmanniae",69,19,13,3,16,10,40,0.103448275862069,0.119633549176572,0.0448692558431736,-0.360720787772232,0.7815,0.5475,1,1,1,1,"avoiding","within_date",FALSE,NA,NA,"Grosmannia francke-grosmanniae"
"species","Ips grandicollis","Ceratocystiopsis rollhanseniana",69,19,3,2,17,1,49,0.1,0.0484224568424572,0.0368123884064938,1.4010920070713,0.235,0.9865,0.47,1,0.181681108523877,0.395942848781267,"co-occurring","within_date",FALSE,NA,NA,"Ceratocystiopsis rollhanseniana"
"species","Ips grandicollis","Ophiostoma denticiliatum",69,19,5,2,17,3,47,0.0909090909090909,0.0755105955010255,0.0396918340037733,0.387951219553159,0.579,0.865,1,1,0.610651337948357,0.824191989868948,"co-occurring","within_date",FALSE,NA,NA,"Ophiostoma denticiliatum"
"species","Ips grandicollis","Raffaelea arxii",69,19,9,2,17,7,43,0.0769230769230769,0.0901985866755209,0.044642114312031,-0.297376366622184,0.7665,0.5995,1,1,1,1,"avoiding","within_date",FALSE,NA,NA,"Raffaelea arxii"
"species","Ips grandicollis","Ophiostoma karelicum",69,19,3,1,18,2,48,0.0476190476190476,0.0335641504963016,0.0351740491158996,0.399581437907097,0.5525,0.868,1,1,1,1,"co-occurring","within_date",FALSE,NA,NA,"Ophiostoma karelicum"
"species","Ips grandicollis","Raffaelea subfusca",69,19,3,1,18,2,48,0.0476190476190476,0.0492864226599524,0.0399592900517695,-0.0417268434635492,0.725,0.753,1,1,1,1,"avoiding","within_date",FALSE,NA,NA,"Raffaelea subfusca"
"species","Ips grandicollis","Grosmannia cucullata",69,19,4,1,18,3,47,0.0454545454545455,0.0530428520252392,0.039342677843189,-0.192877226124236,0.7835,0.7035,1,1,1,1,"avoiding","within_date",FALSE,NA,NA,"Grosmannia cucullata"
"species","Ips grandicollis","Ophiostoma undulatum",69,19,6,1,18,5,45,0.0416666666666667,0.0613737840122773,0.0426711599794115,-0.461836925809357,0.8375,0.566,1,1,1,1,"avoiding","within_date",FALSE,NA,NA,"Ophiostoma undulatum"
"species","Ips grandicollis","Ceratocystiopsis synnemata",69,19,5,0,19,5,45,0,0.066753353496267,0.0477468039179239,-1.39806956735817,1,0.1695,0.339,1,0.31242683084497,0.549854702858864,"avoiding","within_date",FALSE,NA,NA,"Ceratocystiopsis synnemata"
"species","Ips grandicollis","Ophiostoma sparsiannulatum",69,19,3,0,19,3,47,0,0.0488293018689804,0.0394614992388436,-1.23739094587962,1,0.28,0.56,1,0.555769744627247,0.804403577749963,"avoiding","within_date",FALSE,NA,NA,"Ophiostoma sparsiannulatum"
"species","Ips grandicollis","Raffaelea crossotarsi",69,19,3,0,19,3,47,0,0.0241120560280145,0.029337902842917,-0.821873879571994,1,0.5555,1,1,0.555769744627247,0.804403577749963,"avoiding","within_date",FALSE,NA,NA,"Raffaelea crossotarsi"
"species","Ips pini","Sporothrix eucastaneae",69,5,10,3,2,7,57,0.25,0.061589860864498,0.0561356441951898,3.35633699117052,0.013,1,0.026,0.52,0.0193942027739791,0.0969710138698955,"co-occurring","within_date",FALSE,NA,NA,"Sporothrix eucastaneae"
"species","Ips pini","Raffaelea crossotarsi",69,5,3,1,4,2,62,0.142857142857143,0.0371376164272614,0.0668457854657341,1.58154363350363,0.249,0.9915,0.498,1,0.204794442111692,0.42909311680545,"co-occurring","within_date",FALSE,NA,NA,"Raffaelea crossotarsi"
"species","Ips pini","Ceratocystiopsis manitobensis",69,5,14,2,3,12,52,0.117647058823529,0.0863337481065465,0.0570721027166131,0.548662292547142,0.4535,0.8695,0.907,1,0.265602931633393,0.50810995616823,"co-occurring","within_date",FALSE,NA,NA,"Ceratocystiopsis manitobensis"
"species","Ips pini","Ceratocystiopsis synnemata",69,5,5,1,4,4,60,0.111111111111111,0.0386066048897469,0.0647037635166922,1.1205608805531,0.301,0.9645,0.602,1,0.321572880682702,0.552703388673395,"co-occurring","within_date",FALSE,NA,NA,"Ceratocystiopsis synnemata"
"species","Ips pini","Grosmannia olivacea",69,5,5,1,4,4,60,0.111111111111111,0.0377192564536241,0.0621538245700755,1.18080995280896,0.3015,0.97,0.603,1,0.321572880682702,0.552703388673395,"co-occurring","within_date",FALSE,NA,NA,"Grosmannia olivacea"
"species","Ips pini","Ophiostoma adjuncti",69,5,7,1,4,6,58,0.0909090909090909,0.0487819667409469,0.063161055234129,0.666979422873554,0.4395,0.925,0.879,1,0.424211904190528,0.680477701987799,"co-occurring","within_date",FALSE,NA,NA,"Ophiostoma adjuncti"
"species","Ips pini","Raffaelea arxii",69,5,9,1,4,8,56,0.0769230769230769,0.0625207708749493,0.0614697746058339,0.234298989063817,0.6105,0.8425,1,1,0.51403606509153,0.758979424967359,"co-occurring","within_date",FALSE,NA,NA,"Raffaelea arxii"
"species","Ips pini","Grosmannia francke-grosmanniae",69,5,13,1,4,12,52,0.0588235294117647,0.0686328458346833,0.050496560025102,-0.194257122030537,0.782,0.7,1,1,1,1,"avoiding","within_date",FALSE,NA,NA,"Grosmannia francke-grosmanniae"
"species","Ips pini","Ceratocystiopsis rollhanseniana",69,5,3,0,5,3,61,0,0.0353748302722792,0.0616771558377283,-0.573548338794186,1,0.7525,1,1,1,1,"avoiding","within_date",FALSE,NA,NA,"Ceratocystiopsis rollhanseniana"
"species","Ips pini","Grosmannia cucullata",69,5,4,0,5,4,60,0,0.0452815693561067,0.0683283394301894,-0.662705544049853,1,0.6675,1,1,1,1,"avoiding","within_date",FALSE,NA,NA,"Grosmannia cucullata"
"species","Ips pini","Leptographium gracile",69,5,13,0,5,13,51,0,0.057749883345035,0.0526056968492975,-1.09778763145129,1,0.3295,0.659,1,0.575142191854029,0.805931733808194,"avoiding","within_date",FALSE,NA,NA,"Leptographium gracile"
"species","Ips pini","Leptographium lundbergii",69,5,7,0,5,7,57,0,0.0467597435081184,0.062030910430971,-0.75381359363012,1,0.5785,1,1,1,1,"avoiding","within_date",FALSE,NA,NA,"Leptographium lundbergii"
"species","Ips pini","Ophiostoma denticiliatum",69,5,5,0,5,5,59,0,0.0468011783669621,0.0548751950323596,-0.852865822879785,1,0.579,1,1,1,1,"avoiding","within_date",FALSE,NA,NA,"Ophiostoma denticiliatum"
"species","Ips pini","Ophiostoma denticulatum",69,5,6,0,5,6,58,0,0.0420321271746983,0.0596022434181174,-0.705210488132762,1,0.63,1,1,1,1,"avoiding","within_date",FALSE,NA,NA,"Ophiostoma denticulatum"
"species","Ips pini","Ophiostoma karelicum",69,5,3,0,5,3,61,0,0.0512827842492673,0.0854578714391545,-0.600094331693954,1,0.692,1,1,1,1,"avoiding","within_date",FALSE,NA,NA,"Ophiostoma karelicum"
"species","Ips pini","Ophiostoma pallidulum",69,5,7,0,5,7,57,0,0.0456864796034388,0.0530061950776522,-0.861908302161845,1,0.5385,1,1,1,1,"avoiding","within_date",FALSE,NA,NA,"Ophiostoma pallidulum"
"species","Ips pini","Ophiostoma sparsiannulatum",69,5,3,0,5,3,61,0,0.0234402915743587,0.0529203816771061,-0.44293504376782,1,0.836,1,1,1,1,"avoiding","within_date",FALSE,NA,NA,"Ophiostoma sparsiannulatum"
"species","Ips pini","Ophiostoma undulatum",69,5,6,0,5,6,58,0,0.0626118614862982,0.0766168328452747,-0.817207644340257,1,0.512,1,1,1,1,"avoiding","within_date",FALSE,NA,NA,"Ophiostoma undulatum"
"species","Ips pini","Raffaelea subfusca",69,5,3,0,5,3,61,0,0.0229400414492962,0.0524621778545479,-0.4372681880058,1,0.8395,1,1,1,1,"avoiding","within_date",FALSE,NA,NA,"Raffaelea subfusca"
"species","Ips pini","Sporothrix rossii",69,5,16,0,5,16,48,0,0.0602347613435198,0.0482235490296453,-1.24907358656848,1,0.2455,0.491,1,0.583112107446955,0.811928250875507,"avoiding","within_date",FALSE,NA,NA,"Sporothrix rossii"
"species","Pityogenes hopkinsi","Sporothrix rossii",69,19,16,10,9,6,44,0.4,0.208810425746278,0.0608325457904957,3.14288300397898,0.007,1,0.014,0.385,0.000857323506115396,0.0188611171345387,"co-occurring","within_date",TRUE,NA,NA,"Sporothrix rossii"
"species","Pityogenes hopkinsi","Ceratocystiopsis manitobensis",69,19,14,8,11,6,44,0.32,0.122872324693694,0.0471672515466353,4.17933351726889,5e-04,1,0.001,0.11,0.0152483614472249,0.0838659879597368,"co-occurring","within_date",TRUE,NA,NA,"Ceratocystiopsis manitobensis"
"species","Pityogenes hopkinsi","Grosmannia francke-grosmanniae",69,19,13,7,12,6,44,0.28,0.264918165309343,0.0658769028949985,0.228939643909728,0.5445,0.7545,1,1,0.0346405070363353,0.136087706214175,"co-occurring","within_date",TRUE,NA,NA,"Grosmannia francke-grosmanniae"
"species","Pityogenes hopkinsi","Leptographium gracile",69,19,13,7,12,6,44,0.28,0.15399868441877,0.0570001143864234,2.21054496008593,0.0435,0.991,0.087,0.7656,0.0346405070363353,0.136087706214175,"co-occurring","within_date",TRUE,NA,NA,"Leptographium gracile"
"species","Pityogenes hopkinsi","Sporothrix eucastaneae",69,19,10,6,13,4,46,0.260869565217391,0.195511137492782,0.0606140789565543,1.07827139914896,0.2505,0.933,0.501,1,0.021566775884163,0.105437570989241,"co-occurring","within_date",TRUE,NA,NA,"Sporothrix eucastaneae"
"species","Pityogenes hopkinsi","Ophiostoma denticulatum",69,19,6,5,14,1,49,0.25,0.118614607362125,0.050199123887394,2.61728457517698,0.024,0.9985,0.048,0.598888888888889,0.00507628322359018,0.0485618167364003,"co-occurring","within_date",TRUE,NA,NA,"Ophiostoma denticulatum"
"species","Pityogenes hopkinsi","Leptographium lundbergii",69,19,7,5,14,2,48,0.238095238095238,0.119749267632123,0.0507753143389305,2.33077770180099,0.047,0.9965,0.094,0.795384615384615,0.014506745687797,0.0818329243927008,"co-occurring","within_date",TRUE,NA,NA,"Leptographium lundbergii"
"species","Pityogenes hopkinsi","Ophiostoma pallidulum",69,19,7,5,14,2,48,0.238095238095238,0.165821871974949,0.051811206100343,1.39493695592256,0.1885,0.9745,0.377,1,0.014506745687797,0.0818329243927008,"co-occurring","within_date",TRUE,NA,NA,"Ophiostoma pallidulum"
"species","Pityogenes hopkinsi","Raffaelea arxii",69,19,9,5,14,4,46,0.217391304347826,0.203679563957962,0.062386438087806,0.219787197508625,0.5465,0.7585,1,1,0.102003430956505,0.278323264797543,"co-occurring","within_date",TRUE,NA,NA,"Raffaelea arxii"
"species","Pityogenes hopkinsi","Ophiostoma denticiliatum",69,19,5,4,15,1,49,0.2,0.162447805376133,0.0483889802062099,0.776048481779071,0.4225,0.9275,0.845,1,0.0182789306734797,0.0968758691016965,"co-occurring","within_date",TRUE,NA,NA,"Ophiostoma denticiliatum"
"species","Pityogenes hopkinsi","Ophiostoma adjuncti",69,19,7,4,15,3,47,0.181818181818182,0.0644820424516802,0.0422469798644478,2.77738526500551,0.0245,0.9985,0.049,0.598888888888889,0.084920865420541,0.255925895787932,"co-occurring","within_date",TRUE,NA,NA,"Ophiostoma adjuncti"
"species","Pityogenes hopkinsi","Ceratocystiopsis rollhanseniana",69,19,3,3,16,0,50,0.157894736842105,0.0996194839274255,0.040724709456807,1.43095564565014,0.242,1,0.484,1,0.018494484101233,0.0968758691016965,"co-occurring","within_date",TRUE,NA,NA,"Ceratocystiopsis rollhanseniana"
"species","Pityogenes hopkinsi","Grosmannia olivacea",69,19,5,3,16,2,48,0.142857142857143,0.074964460743849,0.0466277181359406,1.4560584310679,0.178,0.9755,0.356,1,0.123900110272596,0.309750275681489,"co-occurring","within_date",TRUE,NA,NA,"Grosmannia olivacea"
"species","Pityogenes hopkinsi","Ophiostoma undulatum",69,19,6,3,16,3,47,0.136363636363636,0.131078846529963,0.0511713752195972,0.103276290914487,0.64,0.7545,1,1,0.335673845374384,0.559456408957306,"co-occurring","within_date",TRUE,NA,NA,"Ophiostoma undulatum"
"species","Pityogenes hopkinsi","Ophiostoma sparsiannulatum",69,19,3,2,17,1,49,0.1,0.0753394240980132,0.0392231764712702,0.628724599091304,0.503,0.9185,1,1,0.181681108523877,0.395942848781267,"co-occurring","within_date",TRUE,NA,NA,"Ophiostoma sparsiannulatum"
"species","Pityogenes hopkinsi","Raffaelea crossotarsi",69,19,3,2,17,1,49,0.1,0.0692297276457776,0.0410926832130019,0.748801731800432,0.4465,0.9305,0.893,1,0.181681108523877,0.395942848781267,"co-occurring","within_date",TRUE,NA,NA,"Raffaelea crossotarsi"
"species","Pityogenes hopkinsi","Raffaelea subfusca",69,19,3,2,17,1,49,0.1,0.0764220456092697,0.0396203672964652,0.595096815087675,0.527,0.917,1,1,0.181681108523877,0.395942848781267,"co-occurring","within_date",TRUE,NA,NA,"Raffaelea subfusca"
"species","Pityogenes hopkinsi","Grosmannia cucullata",69,19,4,2,17,2,48,0.0952380952380952,0.118555324597823,0.0478607169338033,-0.487189303745234,0.856,0.5485,1,1,0.302834814534628,0.549854702858864,"avoiding","within_date",TRUE,NA,NA,"Grosmannia cucullata"
"species","Pityogenes hopkinsi","Ceratocystiopsis synnemata",69,19,5,2,17,3,47,0.0909090909090909,0.0789109018534943,0.0461143699361733,0.260183302345955,0.588,0.819,1,1,0.610651337948357,0.824191989868948,"co-occurring","within_date",TRUE,NA,NA,"Ceratocystiopsis synnemata"
"species","Pityogenes hopkinsi","Ophiostoma karelicum",69,19,3,1,18,2,48,0.0476190476190476,0.054657027762002,0.0377817567783316,-0.186279854170009,0.795,0.702,1,1,1,1,"avoiding","within_date",TRUE,NA,NA,"Ophiostoma karelicum"
"species","Xyleborinus attenuatus","Grosmannia francke-grosmanniae",69,24,13,12,12,1,44,0.48,0.350969859271761,0.0457592343406318,2.81976179425857,0.0235,0.999,0.047,0.598888888888889,3.2129560114677e-06,0.000353425161261447,"co-occurring","within_date",TRUE,NA,NA,"Grosmannia francke-grosmanniae"
"species","Xyleborinus attenuatus","Raffaelea arxii",69,24,9,8,16,1,44,0.32,0.266793231780727,0.0416567017960144,1.27726790468956,0.2425,0.974,0.485,1,0.000607066162091144,0.0150462521153822,"co-occurring","within_date",TRUE,NA,NA,"Raffaelea arxii"
"species","Xyleborinus attenuatus","Leptographium gracile",69,24,13,8,16,5,40,0.275862068965517,0.160621256786029,0.0374447254997527,3.07762470258325,0.0085,1,0.017,0.415555555555556,0.0488231696355849,0.173243505158527,"co-occurring","within_date",TRUE,NA,NA,"Leptographium gracile"
"species","Xyleborinus attenuatus","Sporothrix eucastaneae",69,24,10,7,17,3,42,0.259259259259259,0.191096069303026,0.0430300384063603,1.58408387444429,0.139,0.9845,0.278,1,0.0261454996120805,0.115040198293154,"co-occurring","within_date",TRUE,NA,NA,"Sporothrix eucastaneae"
"species","Xyleborinus attenuatus","Sporothrix rossii",69,24,16,8,16,8,37,0.25,0.220470940982345,0.0416592139344863,0.708824200670054,0.369,0.8815,0.738,1,0.230019556469037,0.464259655258606,"co-occurring","within_date",TRUE,NA,NA,"Sporothrix rossii"
"species","Xyleborinus attenuatus","Ophiostoma denticiliatum",69,24,5,5,19,0,45,0.208333333333333,0.150154699857053,0.0355351124387767,1.63721540424324,0.168,1,0.336,1,0.00378199500236375,0.0462243833622236,"co-occurring","within_date",TRUE,NA,NA,"Ophiostoma denticiliatum"
"species","Xyleborinus attenuatus","Leptographium lundbergii",69,24,7,5,19,2,43,0.192307692307692,0.125939935920272,0.0327466008286119,2.02670673315907,0.0725,0.996,0.145,1,0.0449365165124603,0.162066125126906,"co-occurring","within_date",TRUE,NA,NA,"Leptographium lundbergii"
"species","Xyleborinus attenuatus","Ophiostoma pallidulum",69,24,7,5,19,2,43,0.192307692307692,0.147105239566297,0.037024477173781,1.22088024441856,0.256,0.968,0.512,1,0.0449365165124603,0.162066125126906,"co-occurring","within_date",TRUE,NA,NA,"Ophiostoma pallidulum"
"species","Xyleborinus attenuatus","Ophiostoma undulatum",69,24,6,4,20,2,43,0.153846153846154,0.16925086474861,0.033317315039114,-0.462363515318426,0.887,0.5915,1,1,0.172777050220078,0.395942848781267,"avoiding","within_date",TRUE,NA,NA,"Ophiostoma undulatum"
"species","Xyleborinus attenuatus","Ceratocystiopsis manitobensis",69,24,14,5,19,9,36,0.151515151515152,0.122054232982696,0.0340471538161537,0.865297542682642,0.341,0.9175,0.682,1,1,1,"co-occurring","within_date",TRUE,NA,NA,"Ceratocystiopsis manitobensis"
"species","Xyleborinus attenuatus","Ceratocystiopsis rollhanseniana",69,24,3,3,21,0,45,0.125,0.0921029745642066,0.0292673134055671,1.12401931055058,0.3845,1,0.769,1,0.038630377524144,0.144045475513757,"co-occurring","within_date",TRUE,NA,NA,"Ceratocystiopsis rollhanseniana"
"species","Xyleborinus attenuatus","Raffaelea crossotarsi",69,24,3,3,21,0,45,0.125,0.113744372186094,0.0194936961935088,0.577398339554194,0.75,1,1,1,0.038630377524144,0.144045475513757,"co-occurring","within_date",TRUE,NA,NA,"Raffaelea crossotarsi"
"species","Xyleborinus attenuatus","Grosmannia cucullata",69,24,4,3,21,1,44,0.12,0.132806032645953,0.0308128139740109,-0.415607372204106,0.873,0.6055,1,1,0.117647058823529,0.304897599173293,"avoiding","within_date",TRUE,NA,NA,"Grosmannia cucullata"
"species","Xyleborinus attenuatus","Ophiostoma denticulatum",69,24,6,3,21,3,42,0.111111111111111,0.0962375023560817,0.033716798288786,0.441133485677859,0.5565,0.864,1,1,0.412359680057317,0.671993552685998,"co-occurring","within_date",TRUE,NA,NA,"Ophiostoma denticulatum"
"species","Xyleborinus attenuatus","Ophiostoma karelicum",69,24,3,2,22,1,44,0.08,0.0734994420287067,0.0215792906063996,0.301240577823512,0.7775,0.939,1,1,0.2756804214223,0.513980446719543,"co-occurring","within_date",TRUE,NA,NA,"Ophiostoma karelicum"
"species","Xyleborinus attenuatus","Ophiostoma sparsiannulatum",69,24,3,2,22,1,44,0.08,0.0625801362219556,0.0273291313557116,0.637410079058506,0.5685,0.951,1,1,0.2756804214223,0.513980446719543,"co-occurring","within_date",TRUE,NA,NA,"Ophiostoma sparsiannulatum"
"species","Xyleborinus attenuatus","Raffaelea subfusca",69,24,3,2,22,1,44,0.08,0.0628412283064593,0.0279203322447368,0.614561873516934,0.575,0.9465,1,1,0.2756804214223,0.513980446719543,"co-occurring","within_date",TRUE,NA,NA,"Raffaelea subfusca"
"species","Xyleborinus attenuatus","Ceratocystiopsis synnemata",69,24,5,2,22,3,42,0.0740740740740741,0.081281705158644,0.0288270135934003,-0.250030446657854,0.8445,0.712,1,1,1,1,"avoiding","within_date",TRUE,NA,NA,"Ceratocystiopsis synnemata"
"species","Xyleborinus attenuatus","Grosmannia olivacea",69,24,5,2,22,3,42,0.0740740740740741,0.0781359870004198,0.0261135854370755,-0.155547882772878,0.841,0.7665,1,1,1,1,"avoiding","within_date",TRUE,NA,NA,"Grosmannia olivacea"
"species","Xyleborinus attenuatus","Ophiostoma adjuncti",69,24,7,1,23,6,39,0.0333333333333333,0.0433656665953848,0.0281524373843725,-0.356357537540264,0.8575,0.658,1,1,0.407940501114338,0.669753061531002,"avoiding","within_date",TRUE,NA,NA,"Ophiostoma adjuncti"
"species","Xyloterinus politus","Grosmannia francke-grosmanniae",69,22,13,9,13,4,43,0.346153846153846,0.371531504358202,0.0632332631264938,-0.401333996532645,0.7865,0.5255,1,1,0.00258730144664164,0.0406575941615115,"avoiding","within_date",TRUE,NA,NA,"Grosmannia francke-grosmanniae"
