"taxon","t_stat","p_perm","q_value","lure_F_stat","lure_r2","lure_q_value"
"ASV_448",-0.374774951253583,0.725,0.91125,0.81102389367675,0.0252287899048351,0.984846328049175
"ASV_387",0.316031288653203,0.74,0.919254658385093,1.60147353676527,0.0497471383368696,0.984846328049175
"ASV_158",-0.290653072317547,0.772,0.931736526946108,2.14672431819682,0.0635267492828258,0.984846328049175
"ASV_180",0.343705771539466,0.778,0.931736526946108,0.477372390588843,0.0149832659533077,0.984846328049175
"ASV_204",-0.316801001690222,0.766,0.931736526946108,1.72033568387095,0.0531108734107935,0.984846328049175
"ASV_323",0.3939436986462,0.768,0.931736526946108,3.22759740138664,0.0944523911536775,0.984846328049175
"ASV_348",0.296392763193643,0.769,0.931736526946108,2.73328374969036,0.0823524657959244,0.984846328049175
"ASV_374",-0.300904783670009,0.775,0.931736526946108,0.480328129958762,0.0153285841018195,0.984846328049175
"ASV_352",0.290612071057729,0.788,0.938095238095238,1.81296106310153,0.0548769787049545,0.984846328049175
"ASV_30",-0.281406384003349,0.798,0.938823529411765,1.06683230378666,0.033670340309002,0.984846328049175
"ASV_79",-0.283549878670645,0.798,0.938823529411765,0.980551984263666,0.0317012493770787,0.984846328049175
"ASV_426",0.219880787244714,0.823,0.962573099415205,0.783841119543546,0.0247547196135436,0.984846328049175
"ASV_41",-0.240463451188839,0.828,0.962790697674419,3.57667653730806,0.104164377984236,0.984846328049175
"ASV_51",0.214633891626412,0.842,0.973410404624278,0.611833671761855,0.0191229426144432,0.984846328049175
"ASV_90",-0.119050229118377,0.909,0.978494623655914,0.450095091901858,0.0138424706627771,0.984846328049175
"ASV_139",0.123630253483356,0.897,0.978494623655914,1.86278281686733,0.0578448428809143,0.984846328049175
"ASV_159",0.138990236611844,0.908,0.978494623655914,5.49480678260379,0.150089294967136,0.984846328049175
"ASV_164",-0.209173655084191,0.853,0.978494623655914,2.01419606170088,0.0613163680182862,0.984846328049175
"ASV_280",0.245651553528763,0.859,0.978494623655914,1.74810073722174,0.0537944461838218,0.984846328049175
"ASV_311",-0.151735561672431,0.876,0.978494623655914,0.357526308000636,0.0122215373302054,0.984846328049175
"ASV_328",0.121619237642522,0.909,0.978494623655914,1.31369423078149,0.0406289957494351,0.984846328049175
"ASV_401",0.157398907040636,0.894,0.978494623655914,0.271019915901483,0.00852241795692822,0.984846328049175
"ASV_412",-0.142149675894557,0.891,0.978494623655914,3.49708200431383,0.101375575401875,0.984846328049175
"ASV_418",-0.121162215541013,0.896,0.978494623655914,0.624710075960041,0.0197658821477943,0.984846328049175
"ASV_429",-0.166189345472442,0.889,0.978494623655914,1.59619644522466,0.0495185310227107,0.984846328049175
"ASV_514",0.122668338455096,0.91,0.978494623655914,3.90336793466409,0.113009491587368,0.984846328049175
"ASV_537",-0.181669342616698,0.863,0.978494623655914,1.19305490180573,0.0368739314436489,0.984846328049175
"ASV_411",-0.0965538687952843,0.922,0.986096256684492,5.50798741170708,0.148128352605492,0.984846328049175
"ASV_282",0.100612204641849,0.928,0.987234042553191,0.527770473056837,0.0172397225244587,0.984846328049175
"ASV_503",0.0947276365461449,0.933,0.987301587301587,2.88774792630484,0.0845806561502706,0.984846328049175
"ASV_74",0.0561554585241531,0.967,0.991836734693878,0.686528413543408,0.0214498212466423,0.984846328049175
"ASV_178",-0.0457216827753558,0.967,0.991836734693878,2.54719770217332,0.0759982081553695,0.984846328049175
"ASV_184",0.0923719571524606,0.946,0.991836734693878,3.40989065891029,0.0992369682512343,0.984846328049175
"ASV_331",-0.0346884653910539,0.959,0.991836734693878,1.78685049077537,0.0553631591930668,0.984846328049175
"ASV_332",-0.0371470354237739,0.972,0.991836734693878,0.369396064186421,0.0120000566933839,0.984846328049175
"ASV_428",0.0343684202372113,0.969,0.991836734693878,1.12876896642392,0.0352064609407067,0.984846328049175
"ASV_433",-0.059618863463565,0.953,0.991836734693878,0.603001433143103,0.0194018436848842,0.984846328049175
"ASV_500",0.0411736765654605,0.977,0.991878172588832,7.73529487109266,0.199366170065705,0.984846328049175
"ASV_104",0.0245612609169399,0.983,0.992929292929293,0.858155329152464,0.0271285527574831,0.984846328049175
"ASV_16",0.00392420914050338,0.998,0.999,1.73265612998557,0.0526522424960646,0.984846328049175
"ASV_450",0.00588099483312136,0.999,0.999,1.60933560562399,0.0493518282147952,0.984846328049175
