"insect_taxon","fungal_taxon","t_stat","p_perm","q_value_within_insect","q_value_global","insect_order","insect_family","insect_subfamily","insect_genus","insect_species","fungal_kingdom","fungal_phylum","fungal_class","fungal_order","fungal_family","fungal_genus","fungal_species","direction"
"Pityogenes hopkinsi","ASV_23295",-3.00772414668519,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Ostropales","f__Spirographaceae","g__Spirographa","s__fusisporella","negative"
"Pityogenes hopkinsi","ASV_24620",-2.66273157545215,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium",NA,"negative"
"Pityogenes hopkinsi","ASV_24675",-2.36012322124949,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Cryptocline","s__arctostaphyli","negative"
"Pityogenes hopkinsi","ASV_25245",-3.52368760953439,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Microstromatales","f__Microstromatales_fam_Incertae_sedis","g__Pseudomicrostroma",NA,"negative"
"Pityogenes hopkinsi","ASV_26187",-2.99957933487653,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Microstromatales","f__Microstromataceae","g__Microstroma",NA,"negative"
"Pityogenes hopkinsi","ASV_27050",-2.74286092305384,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Melampsoraceae","g__Melampsora","s__epitea","negative"
"Pityogenes hopkinsi","ASV_85",2.98274333369341,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora","s__beilinensis","positive"
"Pityogenes hopkinsi","ASV_150",3.33196262919561,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Nigrogranaceae","g__Nigrograna",NA,"positive"
"Pityogenes hopkinsi","ASV_571",2.94249834897399,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA,"positive"
"Pityogenes hopkinsi","ASV_575",2.41823384505628,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"positive"
"Pityogenes hopkinsi","ASV_602",2.46844010521512,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi",NA,NA,NA,NA,NA,NA,"positive"
"Pityogenes hopkinsi","ASV_807",3.14059356435207,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Diatrype","s__stigma","positive"
"Pityogenes hopkinsi","ASV_819",4.25821511272976,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales",NA,NA,NA,"positive"
"Pityogenes hopkinsi","ASV_961",3.83401065812217,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sareomycetes","o__Sareales","f__Sareaceae","g__Sarea","s__resinae","positive"
"Pityogenes hopkinsi","ASV_1034",3.12985476939703,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Parafenestella",NA,"positive"
"Pityogenes hopkinsi","ASV_1083",2.92358261987611,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA,"positive"
"Pityogenes hopkinsi","ASV_1341",2.74751350457553,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"positive"
"Pityogenes hopkinsi","ASV_1723",-3.2395507247667,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Microstromatales","f__Microstromatales_fam_Incertae_sedis","g__Pseudomicrostroma",NA,"negative"
"Pityogenes hopkinsi","ASV_1772",3.30587132027766,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Capnodiales_fam_Incertae_sedis","g__Arthrocatena",NA,"positive"
"Pityogenes hopkinsi","ASV_1920",3.68413135643208,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Otidea","s__kunmingensis","positive"
"Pityogenes hopkinsi","ASV_2005",2.89291328347295,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrinaceae_gen_Incertae_sedis",NA,"positive"
"Pityogenes hopkinsi","ASV_2319",3.44415887382151,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"positive"
"Pityogenes hopkinsi","ASV_2360",3.96798643838573,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Trimorphomycetaceae","g__Trimorphomyces",NA,"positive"
"Pityogenes hopkinsi","ASV_2390",-3.55269337847389,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Xylodon","s__flaviporus","negative"
"Pityogenes hopkinsi","ASV_2676",3.37879150280675,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Ostropales","f__Spirographaceae","g__Spirographa","s__fusisporella","positive"
"Pityogenes hopkinsi","ASV_2955",3.14050123876128,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora",NA,"positive"
"Pityogenes hopkinsi","ASV_3095",3.14184686527546,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae",NA,NA,"positive"
"Pityogenes hopkinsi","ASV_3305",-2.44572327791286,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paracamarosporium",NA,"negative"
"Pityogenes hopkinsi","ASV_3806",2.45793897082491,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Corticiales","f__Corticiaceae","g__Mycobernardia","s__incrustans","positive"
"Pityogenes hopkinsi","ASV_4255",3.24407632456592,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"positive"
"Pityogenes hopkinsi","ASV_4288",2.62482019587959,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Calosphaeriales","f__Calosphaeriaceae","g__Jattaea","s__taediosa","positive"
"Pityogenes hopkinsi","ASV_4344",-3.19366087339769,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_4461",3.11178119405352,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Trechisporales","f__Trechisporales_fam_Incertae_sedis","g__Sertulicium","s__jacksonii","positive"
"Pityogenes hopkinsi","ASV_4990",-2.77454219018408,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans","negative"
"Pityogenes hopkinsi","ASV_5218",-2.63437930645132,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Arthoniomycetes","o__Lichenostigmatales","f__Phaeococcomycetaceae","g__Phaeococcomyces","s__eucalypti","negative"
"Pityogenes hopkinsi","ASV_5511",-2.81839842927418,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans","negative"
"Pityogenes hopkinsi","ASV_5641",-2.49770960995736,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paracamarosporium",NA,"negative"
"Pityogenes hopkinsi","ASV_6014",-2.98924794654141,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Powellomycetaceae","g__Thoreauomyces",NA,"negative"
"Pityogenes hopkinsi","ASV_6244",2.46726904815219,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Chaetophoma",NA,"positive"
"Pityogenes hopkinsi","ASV_6747",-2.46741183877367,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Fonsecazyma",NA,"negative"
"Pityogenes hopkinsi","ASV_6926",2.2772633916723,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporales_fam_Incertae_sedis","g__Diplomitoporus","s__crustulinus","positive"
"Pityogenes hopkinsi","ASV_7414",4.52624991709639,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporaceae","g__Rhodonia","s__placenta","positive"
"Pityogenes hopkinsi","ASV_8210",-3.08377906306893,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Incrustoporiaceae","g__Skeletocutis","s__kuehneri","negative"
"Pityogenes hopkinsi","ASV_8409",-3.23157220492455,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Myriangiaceae","g__Myriangium","s__duriaei","negative"
"Pityogenes hopkinsi","ASV_8948",3.52693610118025,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"positive"
"Pityogenes hopkinsi","ASV_9053",-3.1766447863431,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Ostropales","f__Spirographaceae","g__Spirographa","s__fusisporella","negative"
"Pityogenes hopkinsi","ASV_9496",-2.36416987611814,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Chalara","s__microspora","negative"
"Pityogenes hopkinsi","ASV_9610",-3.21044295620639,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Phaeomoniellales","f__Phaeomoniellaceae",NA,NA,"negative"
"Pityogenes hopkinsi","ASV_9669",-3.1647362487342,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Atractiellomycetes","o__Atractiellales","f__Phleogenaceae","g__Helicogloea","s__compressa","negative"
"Pityogenes hopkinsi","ASV_10027",-2.76428642129242,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Lyomyces",NA,"negative"
"Pityogenes hopkinsi","ASV_10059",2.61553422126216,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales",NA,NA,NA,"positive"
"Pityogenes hopkinsi","ASV_10173",-2.52177620177664,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Mycocaliciales","f__Mycocaliciaceae","g__Phaeocalicium","s__curtisii","negative"
"Pityogenes hopkinsi","ASV_10278",-3.18644866929364,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Ostropales","f__Spirographaceae","g__Spirographa","s__fusisporella","negative"
"Pityogenes hopkinsi","ASV_10397",-2.98552089573273,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Yamadazyma","s__mexicana","negative"
"Pityogenes hopkinsi","ASV_10943",-3.39412441904979,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Phaeomoniellales","f__Phaeomoniellaceae",NA,NA,"negative"
"Pityogenes hopkinsi","ASV_11294",2.53455067740117,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales",NA,NA,NA,"positive"
"Pityogenes hopkinsi","ASV_11736",-3.05473912253506,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae",NA,NA,"negative"
"Pityogenes hopkinsi","ASV_12101",-2.66054824004431,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriaceae","g__Ceramothyrium","s__carniolicum","negative"
"Pityogenes hopkinsi","ASV_12800",-2.87605699681574,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Stereaceae","g__Stereum",NA,"negative"
"Pityogenes hopkinsi","ASV_13292",-2.63980935358324,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeoseptaceae","g__Pleopunctum",NA,"negative"
"Pityogenes hopkinsi","ASV_13361",-3.21286759143934,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi",NA,NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_13482",-2.00890246193499,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Rhytismatales","f__Rhytismataceae","g__Coccomyces","s__triangularis","negative"
"Pityogenes hopkinsi","ASV_14143",-3.2494255756711,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi",NA,NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_15312",-2.82430656131599,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Cryptocline","s__arctostaphyli","negative"
"Pityogenes hopkinsi","ASV_15436",-2.46047397259764,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Ramularia",NA,"negative"
"Pityogenes hopkinsi","ASV_15837",-3.0053444871113,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_16755",-2.72563444575973,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Hericiaceae","g__Hericiaceae_gen_Incertae_sedis",NA,"negative"
"Pityogenes hopkinsi","ASV_16760",-3.01701355006165,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Xylodon","s__ussuriensis","negative"
"Pityogenes hopkinsi","ASV_19061",-3.09148140837275,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Chrysozymaceae",NA,NA,"negative"
"Pityogenes hopkinsi","ASV_19280",-2.21953740276114,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Xenoteratosphaeria","s__jonkershoekensis","negative"
"Pityogenes hopkinsi","ASV_19397",-2.40364254862078,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_20740",-2.27339959479771,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Bulleribasidiaceae_gen_Incertae_sedis",NA,"negative"
"Pityogenes hopkinsi","ASV_22906",-3.04207575112103,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremataceae","g__Papiliotrema",NA,"negative"
"Pityogenes hopkinsi","ASV_26943",-3.1605736480222,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Xylodon","s__brevisetus","negative"
"Pityogenes hopkinsi","ASV_27051",-2.72207079849152,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_29438",-2.85159189970106,0.004,0.0735304347826087,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium",NA,"negative"
"Pityogenes hopkinsi","ASV_89",-3.22037142933017,0.005,0.0751421800947867,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Yamadazyma","s__mexicana","negative"
"Pityogenes hopkinsi","ASV_167",-2.2743153563316,0.005,0.0751421800947867,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__sake","negative"
"Pityogenes hopkinsi","ASV_462",2.32639361245214,0.005,0.0751421800947867,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Sydowia","s__polyspora","positive"
"Pityogenes hopkinsi","ASV_548",-2.93517465864272,0.005,0.0751421800947867,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Peterozyma","s__xylosa","negative"
"Pityogenes hopkinsi","ASV_649",2.52895429232338,0.005,0.0751421800947867,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi",NA,NA,NA,NA,NA,NA,"positive"
"Pityogenes hopkinsi","ASV_726",2.98719467731539,0.005,0.0751421800947867,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Pachyramichloridium","s__pini","positive"
"Pityogenes hopkinsi","ASV_896",3.01434601025096,0.005,0.0751421800947867,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae",NA,NA,"positive"
"Pityogenes hopkinsi","ASV_1070",3.31090123078693,0.005,0.0751421800947867,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Chaetophoma",NA,"positive"
"Pityogenes hopkinsi","ASV_1077",2.55828793819634,0.005,0.0751421800947867,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Capnodiales_fam_Incertae_sedis","g__Microcyclospora","s__malicola","positive"
"Pityogenes hopkinsi","ASV_1172",2.84726409605456,0.005,0.0751421800947867,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Rickenellaceae","g__Sidera","s__vulgaris","positive"
"Pityogenes hopkinsi","ASV_1238",-2.41031804090007,0.005,0.0751421800947867,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae",NA,NA,"negative"
"Pityogenes hopkinsi","ASV_1306",3.35586481773866,0.005,0.0751421800947867,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Massarinaceae","g__Helminthosporium",NA,"positive"
"Pityogenes hopkinsi","ASV_1316",4.49286101283572,0.005,0.0751421800947867,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sareomycetes","o__Sareales","f__Sareaceae","g__Sarea","s__resinae","positive"
"Pityogenes hopkinsi","ASV_1476",3.09913240170947,0.005,0.0751421800947867,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Bjerkandera","s__adusta","positive"
"Pityogenes hopkinsi","ASV_1642",2.71672504683251,0.005,0.0751421800947867,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Pseudocercospora","s__sphaerellae-eugeniae","positive"
"Pityogenes hopkinsi","ASV_1678",2.70154352590054,0.005,0.0751421800947867,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"positive"
